Person,Wikipage,Preprocessed Wikipage,Description,Preprocessed Description
City,"The **Kansas City Royals** are an American professional baseball team based in
Kansas City, Missouri. The Royals compete in Major League Baseball (MLB) as a
member club of the American League (AL) Central division. The team was founded
as an expansion franchise in 1969, and has played in four World Series,
winning in 1985 and 2015, and losing in 1980 and 2014.",kansas city royals american professional baseball team based kansas city missouri royals compete major league baseball mlb member club american league al central division team founded expansion franchise played four world series winning losing,"baseball team and Major League Baseball franchise in Kansas City, Missouri, United States",baseball team major league baseball franchise kansas city missouri united states
City,"**Hull City Association Football Club** is an English professional football
club in Hull, East Riding of Yorkshire. Founded in 1904, the club competes in
the Championship after winning the 2020–21 League One title. In 2007–08, they achieved promotion to the top flight of English football for
the first time in their history by winning the Championship play-off final at
Wembley Stadium.",hull city association football club english professional football club hull east riding yorkshire founded club competes championship winning – league one title – achieved promotion top flight english football first time history winning championship playoff final wembley stadium,"association football club in Kingston upon Hull, England",association football club kingston upon hull england
City,"**Norwich City Football Club** (also known as **The Canaries** or **The
Yellows** ) is an English professional football club based in Norwich,
Norfolk. As of the 2021–22 season, the team competes in the Premier League,
the top tier of English football, after winning the 2020–21 EFL Championship
title. They will compete in the EFL Championship in the 2022–23 season
following their relegation.",norwich city football club also known canaries yellows english professional football club based norwich norfolk – season team competes premier league top tier english football winning – efl championship title compete efl championship – season following relegation,"association football club in Norwich, England",association football club norwich england
City,"**Jaipur** ( (listen); Hindi: _Jayapura_ ), formerly **Jeypore** , is the
capital and largest city of the Indian state of Rajasthan. As of 2011, the
city had a population of 3.1 million, making it the tenth most populous city
in the country. Jaipur is also known as the _Pink City_ , due to the dominant
colour scheme of its buildings.",jaipur listen hindi jayapura formerly jeypore capital largest city indian state rajasthan city population million making tenth populous city country jaipur also known pink city due dominant colour scheme buildings,"capital of Rajasthan, India",capital rajasthan india
City,"**Busan** (Korean pronunciation: [pu.sa̠n]), officially known as **Busan
Metropolitan City** , is South Korea's second-most populous city after Seoul,
with a population of over 3.4 million inhabitants. Formerly romanized as
**Pusan** , it is the economic, cultural and educational center of
southeastern South Korea, with its port—Korea's busiest and the sixth-busiest
in the world. The surrounding ""Southeast Economic Zone"" (including Ulsan and
South Gyeongsang) is South Korea's largest industrial area.",busan korean pronunciation pusa̠n officially known busan metropolitan city south koreas secondmost populous city seoul population million inhabitants formerly romanized pusan economic cultural educational center southeastern south korea port—koreas busiest sixthbusiest world surrounding southeast economic zone including ulsan south gyeongsang south koreas largest industrial area,metropolitan city of South Korea,metropolitan city south korea
City,"**Bern** (Swiss Standard German: [bɛrn] (listen); Alemannic German: _Bärn_
[b̥æːrn]) is the _de facto_ capital of Switzerland, referred to as the
""federal city"" (in German: _Bundesstadt_ , French: _ville fédérale_ , Italian:
_città federale_ , and Romansh: _citad federala_ ). With a population of about
144,000 (as of 2020), Bern is the fifth-most populous city in Switzerland. The
Bern agglomeration, which includes 36 municipalities, had a population of
406,900 in 2014.",bern swiss standard german bɛrn listen alemannic german bärn b̥æːrn de facto capital switzerland referred federal city german bundesstadt french ville fédérale italian città federale romansh citad federala population bern fifthmost populous city switzerland bern agglomeration includes municipalities population,"city in Switzerland, capital of the canton of Bern and de facto capital of Switzerland",city switzerland capital canton bern de facto capital switzerland
City,"**Oklahoma City** ( (listen)), officially the **City of Oklahoma City** , and
often shortened to **OKC** , is the capital and largest city of the U.S. state
of Oklahoma. The county seat of Oklahoma County, it ranks 22nd among United
States cities in population, and is the 11th largest city in the Southern
United States. The population grew following the 2010 census and reached
681,054 in the 2020 census.",oklahoma city listen officially city oklahoma city often shortened okc capital largest city us state oklahoma county seat oklahoma county ranks nd among united states cities population th largest city southern united states population grew following census reached census,"city in Oklahoma, Cleveland, Canadian, and Pottawatomie counties in Oklahoma, United States; state capital of Oklahoma; and county seat of Oklahoma County",city oklahoma cleveland canadian pottawatomie counties oklahoma united states state capital oklahoma county seat oklahoma county
City,"**Seoul** (, like _soul_ ; Korean: 서울 [sʰʌ̹uɭ] (listen); lit. 'Capital'),
officially known as the **Seoul Special City** , is the capital and largest
metropolis of South Korea. According to the 2020 census, Seoul has a
population of 9.9 million people, and forms the heart of the Seoul Capital
Area with the surrounding Incheon metropolis and Gyeonggi province.",seoul like soul korean 서울 sʰʌ̹uɭ listen lit capital officially known seoul special city capital largest metropolis south korea according census seoul population million people forms heart seoul capital area surrounding incheon metropolis gyeonggi province,capital of South Korea,capital south korea
City,"**Dundee** ( (listen); Scots: _Dundee_ ; Scottish Gaelic: _Dùn Dè_ or _Dùn
Dèagh_ [t̪un ˈtʲeː]) is Scotland's fourth-largest city and the 51st-most-
populous built-up area in the United Kingdom. The mid-year population estimate
for 2016 was 148,210, giving Dundee a population density of 2,478/km2 or
6,420/sq mi, the second-highest in Scotland. It lies within the eastern
central Lowlands on the north bank of the Firth of Tay, which feeds into the
North Sea.",dundee listen scots dundee scottish gaelic dùn dè dùn dèagh t̪un ˈtʲeː scotlands fourthlargest city stmost populous builtup area united kingdom midyear population estimate giving dundee population density km sq mi secondhighest scotland lies within eastern central lowlands north bank firth tay feeds north sea,"city in Dundee, Scotland, UK",city dundee scotland uk
City,"**Saint Paul** (abbreviated **St. Paul** ) is the capital of the U.S. state of
Minnesota and the county seat of Ramsey County. Situated on high bluffs
overlooking a bend in the Mississippi River, Saint Paul is a regional business
hub and the center of Minnesota's government. The Minnesota State Capitol and
the state government offices all sit on a hill close to the city's downtown
district.",saint paul abbreviated st paul capital us state minnesota county seat ramsey county situated high bluffs overlooking bend mississippi river saint paul regional business hub center minnesotas government minnesota state capitol state government offices sit hill close citys downtown district,"capital of the state of Minnesota, United States; county seat of Ramsey County, Minnesota",capital state minnesota united states county seat ramsey county minnesota
City,"**Stoke City Football Club** is an English professional football club based in
Stoke-on-Trent, Staffordshire. Founded as Stoke Ramblers in 1863, it changed
its name to Stoke Football Club in 1878 and then to Stoke City in 1925 after
Stoke-on-Trent was granted city status. It was one of the twelve founding
members of the Football League in 1888.",stoke city football club english professional football club based stokeontrent staffordshire founded stoke ramblers changed name stoke football club stoke city stokeontrent granted city status one twelve founding members football league,"association football club in Stoke-on-Trent, England",association football club stokeontrent england
City,"**Cardiff City Football Club** (Welsh: _Clwb Pêl-droed Dinas Caerdydd_ ) is a
professional association football club based in Cardiff, Wales. It competes in
the Championship, the second tier of the English football league system. Founded in 1899 as Riverside A.F.C., the club changed its name to Cardiff City
in 1908 and entered the Southern Football League in 1910 before joining the
English Football League in 1920.",cardiff city football club welsh clwb pêldroed dinas caerdydd professional association football club based cardiff wales competes championship second tier english football league system founded riverside afc club changed name cardiff city entered southern football league joining english football league,"association football club in Cardiff, Wales",association football club cardiff wales
City,"**Graz** ( _GRAHTS_ , German: [ɡʁaːts] (listen); Slovene: _Gradec_ ) is the
capital city of the Austrian state of Styria and second-largest city in
Austria after Vienna. As of 1 January 2021, it had a population of 331,562
(294,236 of whom had principal-residence status). In 2018, the population of
the Graz larger urban zone (LUZ) stood at 652,654, based on principal-
residence status.",graz grahts german ɡʁaːts listen slovene gradec capital city austrian state styria secondlargest city austria vienna january population principalresidence status population graz larger urban zone luz stood based principal residence status,"capital of Styria, Austria",capital styria austria
City,"**Isfahan** (Persian: اصفهان, romanized: _Esfahân_ [esfæˈhɒːn] (listen)), from
its ancient designation _Aspadana_ and, later, _Spahan_ in middle Persian,
rendered in English as _Ispahan_ , is a major city in the Greater Isfahan
Region, Isfahan Province, Iran. It is located 406 kilometres (252 miles) south
of Tehran and is the capital of Isfahan Province. The city has a population of
approximately 1.9 million, making it the third-largest city in Iran, after
Tehran and Mashhad, and the second-largest metropolitan area.",isfahan persian اصفهان romanized esfahân esfæˈhɒːn listen ancient designation aspadana later spahan middle persian rendered english ispahan major city greater isfahan region isfahan province iran located kilometres miles south tehran capital isfahan province city population approximately million making thirdlargest city iran tehran mashhad secondlargest metropolitan area,"City in Iran, Isfahan province, center of Isfahan county",city iran isfahan province center isfahan county
City,"**Lansing** () is the capital of the U.S. state of Michigan. It is mostly in
Ingham County, although portions of the city extend west into Eaton County and
north into Clinton County. The 2020 Census placed the city's population at
112,644, making it the sixth largest city in Michigan.",lansing capital us state michigan mostly ingham county although portions city extend west eaton county north clinton county census placed citys population making sixth largest city michigan,"city in Ingham County, Eaton County and Clinton County, Michigan, USA and Michigan federated state capital city",city ingham county eaton county clinton county michigan usa michigan federated state capital city
City,"**Bristol City Football Club** is a professional football club based in
Bristol, England. They currently play in the EFL Championship, the second tier
of English football. Founded in 1894, they have played their home games at
Ashton Gate since 1904.",bristol city football club professional football club based bristol england currently play efl championship second tier english football founded played home games ashton gate since,"association football club in Bristol, England",association football club bristol england
City,"**Split** (, as in the English word _split_ ; Croatian pronunciation: [splît]
(listen); see other names) is the second largest city of Croatia, the largest
city in Dalmatia and the largest city on the Croatian coast. It lies on the
eastern shore of the Adriatic Sea and is spread over a central peninsula and
its surroundings. An intraregional transport hub and popular tourist
destination, the city is linked to the Adriatic islands and the Apennine
Peninsula.",split english word split croatian pronunciation splît listen see names second largest city croatia largest city dalmatia largest city croatian coast lies eastern shore adriatic sea spread central peninsula surroundings intraregional transport hub popular tourist destination city linked adriatic islands apennine peninsula,"city in Split-Dalmatia County, Croatia",city splitdalmatia county croatia
City,"**Bradford City Association Football Club** is an English professional
football club in Bradford, West Yorkshire. The team compete in League Two, the
fourth tier of the English football league system, and are managed by Mark
Hughes. The club's home ground is the 25,136-capacity Valley Parade, which was
the site of the Bradford City stadium fire on 11 May 1985, which took the
lives of 56 supporters.",bradford city association football club english professional football club bradford west yorkshire team compete league two fourth tier english football league system managed mark hughes clubs home ground capacity valley parade site bradford city stadium fire may took lives supporters,"association football club in Bradford, England",association football club bradford england
City,"The Commonwealth of Virginia is divided into 95 counties, along with 38
independent cities that are considered county-equivalents for census purposes. The map in this article, taken from the official United States Census Bureau
site, includes Clifton Forge and Bedford as independent cities. This reflected
the political reality at the time of the 2000 Census.",commonwealth virginia divided counties along independent cities considered countyequivalents census purposes map article taken official united states census bureau site includes clifton forge bedford independent cities reflected political reality time census,Wikimedia list article,wikimedia list article
City,"**Atlanta** ( _at- LAN-tə_) is the capital and most populous city of the U.S.
state of Georgia. With a population of 498,715 living within the city limits,
it is the eighth-most populous city in the Southeast and 38th most populous
city in the United States according to the 2020 U.S. census. However, it
serves as the cultural and economic heart of the much larger Atlanta
metropolitan area, home to 6,144,050 people, making it the eighth-largest
metropolitan area in the United States.",atlanta lantə capital populous city us state georgia population living within city limits eighthmost populous city southeast th populous city united states according us census however serves cultural economic heart much larger atlanta metropolitan area home people making eighthlargest metropolitan area united states,"city in DeKalb and Fulton counties in Georgia, United States, county seat city of Fulton County and Georgia federated state capital city",city dekalb fulton counties georgia united states county seat city fulton county georgia federated state capital city
City,"**Denver** () is a consolidated city and county, the capital, and most
populous city of the U.S. state of Colorado. Its population was 715,522 at the
2020 United States census, a 19.22% increase since the 2010 United States
census. It is the 19th-most populous city in the United States and the fifth
most populous state capital.",denver consolidated city county capital populous city us state colorado population united states census increase since united states census thmost populous city united states fifth populous state capital,"capital city of the state of Colorado, United States; consolidated city and county",capital city state colorado united states consolidated city county
City,"**Chattanooga** ( _CHAT -ə-NOO-gə_) is a city in and the county seat of
Hamilton County, Tennessee, along the Tennessee River bordering Georgia. It
also extends into Marion County on its western end. With a population of
181,099 in 2020, it is Tennessee's fourth-largest city and one of the two
principal cities of East Tennessee, along with Knoxville.",chattanooga chat ənoogə city county seat hamilton county tennessee along tennessee river bordering georgia also extends marion county western end population tennessees fourthlargest city one two principal cities east tennessee along knoxville,"city in and county seat of Hamilton County, Tennessee, United States",city county seat hamilton county tennessee united states
City,"The **Kansas City Chiefs** are a professional American football team based in
Kansas City, Missouri. The Chiefs compete in the National Football League
(NFL) as a member club of the league's American Football Conference (AFC) West
division. The team was founded in 1960 as the **Dallas Texans** by businessman Lamar
Hunt, and was a charter member of the American Football League (AFL).",kansas city chiefs professional american football team based kansas city missouri chiefs compete national football league nfl member club leagues american football conference afc west division team founded dallas texans businessman lamar hunt charter member american football league afl,"National Football League franchise in Kansas City, Missouri",national football league franchise kansas city missouri
City,"**National Smart Cities Mission** is an urban renewal and retrofitting program
by the Government of India with the mission to develop smart cities across the
country, making them citizen friendly and sustainable. The Union Ministry of
Urban Development is responsible for implementing the mission in collaboration
with the state governments of the respective cities. The mission initially
included 100 cities, with the deadline for completion of the projects set
between 2019 and 2023.",national smart cities mission urban renewal retrofitting program government india mission develop smart cities across country making citizen friendly sustainable union ministry urban development responsible implementing mission collaboration state governments respective cities mission initially included cities deadline completion projects set,Indian government plan for urban development,indian government plan urban development
City,"**Leicester City Football Club** is a professional football club based in
Leicester in the East Midlands, England. The club competes in the Premier
League, the highest level of England's football league system, and plays its
home matches at the King Power Stadium. The club was founded in 1884 as **Leicester Fosse F.C.",leicester city football club professional football club based leicester east midlands england club competes premier league highest level englands football league system plays home matches king power stadium club founded leicester fosse fc,"association football club in Leicester, England",association football club leicester england
City,"**Verona** ( _və- ROH-nə_, Italian: [veˈroːna] (listen); Venetian: _Verona_ or
_Veròna_ , formerly known in German as _Bern_ , _Welsch-Bern_ or
_Dietrichsbern_ ) is a city on the Adige River in Veneto, Italy, with 258,031
inhabitants. It is one of the seven provincial capitals of the region. It is
the largest city municipality in the region and the second largest in
northeast Italy.",verona və rohnə italian veˈroːna listen venetian verona veròna formerly known german bern welschbern dietrichsbern city adige river veneto italy inhabitants one seven provincial capitals region largest city municipality region second largest northeast italy,"city in Veneto, northern Italy",city veneto northern italy
City,"_**The Lost City**_ is a 2022 American action-adventure comedy film directed
by the Nee brothers, who co-wrote the screenplay with Oren Uziel and Dana Fox,
from a story conceived by Seth Gordon. It stars Sandra Bullock and Channing
Tatum as a romance novelist and her cover model, who must escape a billionaire
(Daniel Radcliffe) and find the lost ancient city described in one of her
book. Da'Vine Joy Randolph and Brad Pitt also star.",lost city american actionadventure comedy film directed nee brothers cowrote screenplay oren uziel dana fox story conceived seth gordon stars sandra bullock channing tatum romance novelist cover model must escape billionaire daniel radcliffe find lost ancient city described one book davine joy randolph brad pitt also star,"city in Veneto, northern Italy",city veneto northern italy
City,"**Coventry City Football Club** is a professional association football club
based in Coventry, West Midlands, England. The team currently compete in the
Championship, the second tier of the English football league system. The club
play at the 32,609 capacity Coventry Building Society Arena (or CBS Arena).",coventry city football club professional association football club based coventry west midlands england team currently compete championship second tier english football league system club play capacity coventry building society arena cbs arena,"association football club in Coventry, England",association football club coventry england
City,"The **mayor of New York City** , officially **Mayor of the City of New York**
, is head of the executive branch of the government of New York City and the
chief executive of New York City. The mayor's office administers all city
services, public property, police and fire protection, most public agencies,
and enforces all city and state laws within New York City. The budget, overseen by New York City Mayor's Office of Management and Budget,
is the largest municipal budget in the United States, totaling $100.7 billion
in fiscal year 2021.",mayor new york city officially mayor city new york head executive branch government new york city chief executive new york city mayors office administers city services public property police fire protection public agencies enforces city state laws within new york city budget overseen new york city mayors office management budget largest municipal budget united states totaling billion fiscal year,head of the executive branch of New York City's government,head executive branch new york citys government
City,"The **Kansas City metropolitan area** is a bi-state metropolitan area anchored
by Kansas City, Missouri. Its 14 counties straddle the border between the U.S.
states of Missouri (9 counties) and Kansas (5 counties). With 8,472 square
miles (21,940 km2) and a population of more than 2.2 million people, it is the
second-largest metropolitan area centered in Missouri (after Greater St.
Louis) and is the largest metropolitan area in Kansas, though Wichita is the
largest metropolitan area centered in Kansas.",kansas city metropolitan area bistate metropolitan area anchored kansas city missouri counties straddle border us states missouri counties kansas counties square miles km population million people secondlargest metropolitan area centered missouri greater st louis largest metropolitan area kansas though wichita largest metropolitan area centered kansas,"metropolitan area surrounding Kansas City, Missouri; a bi-state (Missouri-Kansas) urban area",metropolitan area surrounding kansas city missouri bistate missourikansas urban area
Comics_characters,"**Dev-Em** is a fictional character who appears in DC Comics. He first
appeared in _Adventure Comics_ #287 (June 1961), created by Jerry Siegel and
George Papp. Various versions of the Dev-Em character has appeared over the
years in _Legion of Super-Heroes_ related comic books.",devem fictional character appears dc comics first appeared adventure comics june created jerry siegel george papp various versions devem character appeared years legion superheroes related comic books,fictional character who appears in DC Comics,fictional character appears dc comics
Comics_characters,"The **Joker** is a fictional character in the DC Extended Universe (DCEU)
multimedia franchise, primarily portrayed by Jared Leto. Based on the DC
Comics supervillain of the same name, he was first adapted by writer-director
David Ayer and executive producer Zack Snyder for _Suicide Squad_ (2016), and
returning with a drastic redesign in _Zack Snyder's Justice League_ (2021). As
in the comics, the Joker is depicted as a psychopathic criminal in Gotham
City, the archenemy of the superhero Batman, and the on-again off-again lover
of Harley Quinn.",joker fictional character dc extended universe dceu multimedia franchise primarily portrayed jared leto based dc comics supervillain name first adapted writerdirector david ayer executive producer zack snyder suicide squad returning drastic redesign zack snyders justice league comics joker depicted psychopathic criminal gotham city archenemy superhero batman onagain offagain lover harley quinn,fictional character who appears in DC Comics,fictional character appears dc comics
Comics_characters,"**Bruce Wayne** , better known by his hero alias **Batman** , is a fictional
character originally portrayed by Michael Keaton in the Tim Burton _Batman_
film series (1989–1997) and later in DC Extended Universe (DCEU)–based on the
DC Comics character of the same name. This adaptation of the character maintains the origin of his parents being
murdered in an alleyway behind a theater, however this adaptation does not
feature the killer as Joe Chill, but rather Jack Napier, who would go on to
become Batman's arch-nemesis, the Joker. Keaton is set to reprise the role in
the DCEU films _Batgirl_ (2022) and _The Flash_ (2023), which the latter
retroactively incorporates him into DCEU continuity.",bruce wayne better known hero alias batman fictional character originally portrayed michael keaton tim burton batman film series – later dc extended universe dceu–based dc comics character name adaptation character maintains origin parents murdered alleyway behind theater however adaptation feature killer joe chill rather jack napier would go become batmans archnemesis joker keaton set reprise role dceu films batgirl flash latter retroactively incorporates dceu continuity,fictional character who appears in DC Comics,fictional character appears dc comics
Comics_characters,"**Steppenwolf** is a fictional character in the DC Extended Universe film
series, based on the supervillain of the same name from DC Comics and
portrayed by actor Ciarán Hinds. First appearing in the Ultimate edition of
_Batman v Superman: Dawn of Justice_ as a hologram, the character makes his
first live-action appearance in the theatrical release of the film _Justice
League_. Steppenwolf is a demonic warlord from the planet Apokolips aiming to
conquer Earth and its inhabitants.",steppenwolf fictional character dc extended universe film series based supervillain name dc comics portrayed actor ciarán hinds first appearing ultimate edition batman v superman dawn justice hologram character makes first liveaction appearance theatrical release film justice league steppenwolf demonic warlord planet apokolips aiming conquer earth inhabitants,fictional character who appears in DC Comics,fictional character appears dc comics
Comics_characters,"**Dru-Zod** is a fictional character in the DC Extended Universe based on the
DC Comics supervillain of the same name. He is portrayed by Michael Shannon. Zod first appears in the film _Man of Steel_ as a rogue general trying to lead
a coup against the ruling elite of the planet Krypton, forcing the planet's
chief scientist, Jor-El, to send his son Kal-El to Earth.",druzod fictional character dc extended universe based dc comics supervillain name portrayed michael shannon zod first appears film man steel rogue general trying lead coup ruling elite planet krypton forcing planets chief scientist jorel send son kalel earth,fictional character who appears in DC Comics,fictional character appears dc comics
Comics_characters,"**Arthur Curry** , also known by his superhero moniker **Aquaman** , is a
fictional character in the DC Extended Universe based on the DC Comics
superhero of the same name. He is portrayed by American actor Jason Momoa. Originally appearing as a cameo in _Batman v Superman: Dawn of Justice_ , the
character has a prominent role in the film _Justice League_ and its director's
cut, and is later the subject of his own film _Aquaman_.",arthur curry also known superhero moniker aquaman fictional character dc extended universe based dc comics superhero name portrayed american actor jason momoa originally appearing cameo batman v superman dawn justice character prominent role film justice league directors cut later subject film aquaman,Wikimedia list article,wikimedia list article
Comics_characters,"**Bartholomew Henry ""Barry"" Allen** , also known as **The Flash** , is a
fictional character in the DC Extended Universe. Based on the DC Comics
superhero of the same name, he is portrayed by American actor Ezra Miller. The
Flash makes his first cinematic appearance in _Batman v Superman: Dawn of
Justice_ before having a more prominent role in _Justice League_ , and its
director's cut.",bartholomew henry barry allen also known flash fictional character dc extended universe based dc comics superhero name portrayed american actor ezra miller flash makes first cinematic appearance batman v superman dawn justice prominent role justice league directors cut,Wikimedia list article,wikimedia list article
Comics_characters,"**Bruce Wayne** , also known by his vigilante alias **Batman** , is a
fictional character in the DC Extended Universe based on the character of the
same name. The character was portrayed by Ben Affleck in Zack Snyder's 2016
superhero film _Batman v Superman: Dawn of Justice_ , its follow up _Justice
League_ (as well as its 2021 director's cut), and a cameo appearance in
_Suicide Squad_. He will reprise the role in the upcoming film _The Flash_
(2023).",bruce wayne also known vigilante alias batman fictional character dc extended universe based character name character portrayed ben affleck zack snyders superhero film batman v superman dawn justice follow justice league well directors cut cameo appearance suicide squad reprise role upcoming film flash,Wikimedia list article,wikimedia list article
Comics_characters,"**Clark Joseph Kent** (""né"" **Kal-El** ), best known by his superhero persona
**Superman** , is a fictional character and a superhero in the DC Extended
Universe series of films, based on the character of the same name created by
Jerry Siegel and Joe Shuster. In the films, he is a refugee from the planet
Krypton who lands on Earth, developing superhuman abilities and becoming one
of Earth's greatest protectors. However, a lengthy conflict with a faction of
surviving Kryptonians led by General Zod would result in the city of
Metropolis suffering from heavy collateral damage, resulting in a moral divide
amongst humanity on his intents as a super-powered individual, and in
particular drawing the ire of billionaire philanthropist and vigilante Bruce
Wayne / Batman, who would confront Kent for his actions.",clark joseph kent né kalel best known superhero persona superman fictional character superhero dc extended universe series films based character name created jerry siegel joe shuster films refugee planet krypton lands earth developing superhuman abilities becoming one earths greatest protectors however lengthy conflict faction surviving kryptonians led general zod would result city metropolis suffering heavy collateral damage resulting moral divide amongst humanity intents superpowered individual particular drawing ire billionaire philanthropist vigilante bruce wayne batman would confront kent actions,Wikimedia list article,wikimedia list article
Comics_characters,"**Diana of Themyscira** , also known by her civilian name **Diana Prince** or
her superhero title **Wonder Woman** , is a fictional character in the DC
Extended Universe, based on the character of the same name created by William
Moulton Marston and H. G. Peter. First appearing in _Batman v Superman: Dawn
of Justice_ , she is portrayed by Gal Gadot and later plays a major role in
the films _Wonder Woman,_ _Justice League_ and its 2021 director's cut, and
_Wonder Woman 1984_ , becoming one of the central characters in the DCEU. Gadot's performance as Wonder Woman, the first of the character in live-action
cinema, has received critical praise.",diana themyscira also known civilian name diana prince superhero title wonder woman fictional character dc extended universe based character name created william moulton marston h g peter first appearing batman v superman dawn justice portrayed gal gadot later plays major role films wonder woman justice league directors cut wonder woman becoming one central characters dceu gadots performance wonder woman first character liveaction cinema received critical praise,Wikimedia list article,wikimedia list article
Comics_characters,"**Dr. Harleen Frances Quinzel** , later known as **Harley Quinn** , is a
fictional character in the DC Extended Universe (DCEU), based on the character
of the same name created by Paul Dini and Bruce Timm as a comic relief
henchwoman for the supervillain Joker in the DC Animated Universe (DCAU)
animated series _Batman: The Animated Series_ (1992–1995) and later adapted to
the DC Universe. Portrayed by actress Margot Robbie, she first appears in film
in _Suicide Squad_ (2016), playing a major role, and also stars in the spin-
off solo film _Birds of Prey (and the Fantabulous Emancipation of One Harley
Quinn)_ (2020) and sequel film _The Suicide Squad_ (2021). She is first
depicted as Joker's psychiatrist in prison, then later his lover and partner
in crime, before going off on her own misadventures in her DCEU appearances.",dr harleen frances quinzel later known harley quinn fictional character dc extended universe dceu based character name created paul dini bruce timm comic relief henchwoman supervillain joker dc animated universe dcau animated series batman animated series – later adapted dc universe portrayed actress margot robbie first appears film suicide squad playing major role also stars spin solo film birds prey fantabulous emancipation one harley quinn sequel film suicide squad first depicted jokers psychiatrist prison later lover partner crime going misadventures dceu appearances,Wikimedia list article,wikimedia list article
Comics_characters,"**Victor Stone** , also known as **Cyborg** , is a fictional character in the
DC Extended Universe. Based on the character of the same name appearing in
publications from DC Comics, he is portrayed by Ray Fisher, making his
cinematic film debut in _Batman v Superman: Dawn of Justice_ (2016) before
playing a prominent role in _Justice League_ (2017). Cyborg's role in the
latter film was subject to controversy as his backstory was heavily trimmed
down in the theatrical release, in addition to sparking a conflict between
Fisher, Joss Whedon, who had replaced Zack Snyder as director during post-
production, and subsequently DC Films.",victor stone also known cyborg fictional character dc extended universe based character name appearing publications dc comics portrayed ray fisher making cinematic film debut batman v superman dawn justice playing prominent role justice league cyborgs role latter film subject controversy backstory heavily trimmed theatrical release addition sparking conflict fisher joss whedon replaced zack snyder director post production subsequently dc films,Wikimedia list article,wikimedia list article
Comics_characters,"**Lois Lane** is a fictional character in the DC Extended Universe, based on
the DC Comics character of the same name. As with her comics counterpart, Lane
is a reporter for the _Daily Planet_ and the love interest for Clark Kent /
Superman. She is portrayed by Amy Adams and appears in all films in the DCEU
featuring Superman: _Man of Steel_ , _Batman v Superman: Dawn of Justice_ , as
well as _Justice League_ and its director's cut.",lois lane fictional character dc extended universe based dc comics character name comics counterpart lane reporter daily planet love interest clark kent superman portrayed amy adams appears films dceu featuring superman man steel batman v superman dawn justice well justice league directors cut,Wikimedia list article,wikimedia list article
Comics_characters,"_**Venom**_ is the title of several American comic book series published by
Marvel Comics focusing on the various heroic and villainous incarnations of
the character Venom, which have usually consisted of a human host and
amorphous alien being called a symbiote. The first incarnation of the
character was the one created by the third and current human host to the
symbiote (the first two being Spider-Man and Tel-Kar), Eddie Brock, and—since
2011—its fifth host, Flash Thompson. Beginning with _Venom: Lethal Protector_
, eighteen limited series following Brock's adventures were published monthly
between February 1993 and January 1998.",venom title several american comic book series published marvel comics focusing various heroic villainous incarnations character venom usually consisted human host amorphous alien called symbiote first incarnation character one created third current human host symbiote first two spiderman telkar eddie brock and—since —its fifth host flash thompson beginning venom lethal protector eighteen limited series following brocks adventures published monthly february january,several comic book series by Marvel Comics,several comic book series marvel comics
Comics_characters,""" **Planet of the Symbiotes** "" is a five-issue comic book story arc written
by David Michelinie and published by Marvel Comics in 1995. The arc spanned
the five ""Super Special #1"" editions of the Spider-Man titles available at the
time: _The Amazing Spider-Man_ , _Spider-Man_ , _The Spectacular Spider-Man_ ,
_Venom_ , and _Web of Spider-Man_. The plot continued a narrative first
published in the four-part limited series _Venom: Separation Anxiety_ (1994)
where doubt is placed in the mind of Eddie Brock about who is in control of
the relationship between himself and the sentient Venom symbiote that grants
him his powers.",planet symbiotes fiveissue comic book story arc written david michelinie published marvel comics arc spanned five super special editions spiderman titles available time amazing spiderman spiderman spectacular spiderman venom web spiderman plot continued narrative first published fourpart limited series venom separation anxiety doubt placed mind eddie brock control relationship sentient venom symbiote grants powers,Marvel Comics story arc,marvel comics story arc
Comics_characters,"_**Venom: Lethal Protector**_ is a six-issue comic book limited series
featuring the Eddie Brock Venom, published by Marvel Comics from February 1993
to July 1993. It was written by David Michelinie and illustrated mostly by
Mark Bagley, although Ron Lim and series inker Sam de la Rosa pencilled the
last three issues. This marked the first time Eddie Brock received a series in which he was the
main character, and showed Venom's progression from a villain to an antihero.",venom lethal protector sixissue comic book limited series featuring eddie brock venom published marvel comics february july written david michelinie illustrated mostly mark bagley although ron lim series inker sam de la rosa pencilled last three issues marked first time eddie brock received series main character showed venoms progression villain antihero,comic book series,comic book series
Comics_characters,"_**Venomverse**_ is a 2017 comic book story arc, starring Venom. It was
written by Cullen Bunn and drawn by Iban Coello.",venomverse comic book story arc starring venom written cullen bunn drawn iban coello,comic book series,comic book series
Comics_characters,**Firebug** is the name of three DC Comics supervillains.,firebug name three dc comics supervillains,comic book series,comic book series
Comics_characters,"**Reptil** is a fictional character appearing in American comic books
published by Marvel Comics. He is best known as a supporting member on _The
Super Hero Squad Show_ and a member of Avengers Academy in the comics.",reptil fictional character appearing american comic books published marvel comics best known supporting member super hero squad show member avengers academy comics,group (class or clade) of tetrapod animals,group class clade tetrapod animals
